dataset_id,review_scope,logical_families,physical_member_count,observations,main_baseline_crosswalk,main_dataset_or_similar_visible,jkobject_dataset_visible,branch_disposition,duplicate_newness_status,strict_obs_validated,strict_var_validated,chunks_or_structure_validated,cleaning_validated,lamin_registered,in_versioned_collection,entirely_validated,entirely_validated_main_existing_dataset,entirely_validated_jkobject_addition,missing_requirements,next_review_focus,source_completion_state,evidence
scperturb/replogle22,strict_real_dataset_curation_70,"[""prism_collection/GSE146194"",""scperturb/replogle22_K562_essential"",""scperturb/replogle22_K562_gwps"",""scperturb/replogle22_RPE1""]",55,2807550,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/shifrut18,strict_real_dataset_curation_70,"[""scperturb/shifrut18""]",1,52236,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/srivatsan20,strict_real_dataset_curation_70,"[""scperturb/srivatsan20_sciplex2"",""scperturb/srivatsan20_sciplex3""]",2,823579,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/sunshine23,strict_real_dataset_curation_70,"[""prism_collection/GSE208240"",""scperturb/sunshine23""]",75,164369,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/tian19,strict_real_dataset_curation_70,"[""prism_collection/GSE124703"",""scperturb/tian19_day7neuron"",""scperturb/tian19_iPSC""]",3,483458,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/tian21,strict_real_dataset_curation_70,"[""scperturb/tian21_CRISPRa"",""scperturb/tian21_CRISPRi""]",2,53493,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/wessels22,strict_real_dataset_curation_70,"[""scperturb/wessels22""]",1,30707,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/xie-hon-2017,strict_real_dataset_curation_70,"[""scperturb/records/13350497/files/XieHon2017""]",1,13283,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/xu23,strict_real_dataset_curation_70,"[""scperturb/xu23""]",1,98315,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
scperturb/zhao21,strict_real_dataset_curation_70,"[""scperturb/zhao21""]",1,165748,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
tahoe100m/2025-02-25,strict_real_dataset_curation_70,"[""tahoe100m/2025-02-25/plate10_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate11_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate12_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate13_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate14_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate1_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate2_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate3_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate4_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate5_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate6_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate7_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate8_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate9_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab""]",14,100648790,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
temporal/an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation,genuinely_new_family_22,"[""pert-gym/logical/temporal/an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/analysis_of_prenatal_and_postnatal_human_cortical_development,genuinely_new_family_22,"[""pert-gym/logical/temporal/analysis_of_prenatal_and_postnatal_human_cortical_development""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/c_elegans_embryogenesis,genuinely_new_family_22,"[""pert-gym/logical/temporal/c_elegans_embryogenesis""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/cell_culture_differentiation_and_proliferation_conditions_influence_the_in_vitro,genuinely_new_family_22,"[""pert-gym/logical/temporal/cell_culture_differentiation_and_proliferation_conditions_influence_the_in_vitro""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/cerebellar_organoid_using_microfluidics_and_combinatorial_barcoding_based_techno,genuinely_new_family_22,"[""pert-gym/logical/temporal/cerebellar_organoid_using_microfluidics_and_combinatorial_barcoding_based_techno""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/drosophila_embryo_dorsal_ventral_patterning_scrna_seq,genuinely_new_family_22,"[""pert-gym/logical/temporal/drosophila_embryo_dorsal_ventral_patterning_scrna_seq""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/htan_chop_longitudinal_multiomic_of_high_risk_neuroblastoma_reveals_chemotherapy,genuinely_new_family_22,"[""pert-gym/logical/temporal/htan_chop_longitudinal_multiomic_of_high_risk_neuroblastoma_reveals_chemotherapy""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/multiomic_analysis_of_thymocyte_development_reveals_drivers_of_cd4_t_cell_and_cd,genuinely_new_family_22,"[""pert-gym/logical/temporal/multiomic_analysis_of_thymocyte_development_reveals_drivers_of_cd4_t_cell_and_cd""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/multiomic_of_human_cortical_development_in_down_syndrome,genuinely_new_family_22,"[""pert-gym/logical/temporal/multiomic_of_human_cortical_development_in_down_syndrome""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/organoiddb_odd001099_gse138002,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001099_gse138002""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/organoiddb_odd001111_gse130238,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001111_gse130238""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/organoiddb_odd001154_gse194214,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001154_gse194214""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/organoiddb_odd001155_gse196799,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001155_gse196799""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/perturbase_gse107185,genuinely_new_family_22,"[""pert-gym/logical/temporal/perturbase_gse107185""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/reconstruction_of_the_early_maternal_fetal_interface_in_humans,genuinely_new_family_22,"[""pert-gym/logical/temporal/reconstruction_of_the_early_maternal_fetal_interface_in_humans""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/roadmap_of_human_gonadal_development,genuinely_new_family_22,"[""pert-gym/logical/temporal/roadmap_of_human_gonadal_development""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/scrnaseq_unravels_the_transcriptional_network_underlying_zebrafish_retina_regene,genuinely_new_family_22,"[""pert-gym/logical/temporal/scrnaseq_unravels_the_transcriptional_network_underlying_zebrafish_retina_regene""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/single_nucleus_transcriptomic_of_human_foetal_tendon,genuinely_new_family_22,"[""pert-gym/logical/temporal/single_nucleus_transcriptomic_of_human_foetal_tendon""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/spatial_and_cell_type_transcriptional_landscape_of_human_cerebellar_development,genuinely_new_family_22,"[""pert-gym/logical/temporal/spatial_and_cell_type_transcriptional_landscape_of_human_cerebellar_development""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/spatial_transcriptomic_maps_of_whole_mouse_embryos_reveal_principles_of_neural_t,genuinely_new_family_22,"[""pert-gym/logical/temporal/spatial_transcriptomic_maps_of_whole_mouse_embryos_reveal_principles_of_neural_t""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/stable_chambered_cardioids_from_human_pluripotent_stem_cells_scrna_seq,genuinely_new_family_22,"[""pert-gym/logical/temporal/stable_chambered_cardioids_from_human_pluripotent_stem_cells_scrna_seq""]",1,,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
temporal/transcriptomic_landscape_of_the_blastema_niche_in_regenerating_adult_axolotl_lim,genuinely_new_family_22,"[""pert-gym/logical/temporal/transcriptomic_landscape_of_the_blastema_niche_in_regenerating_adult_axolotl_lim""]",4,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json
unresolved/sanger_dual_guide_crc/mapping_counts,strict_real_dataset_curation_70,"[""sanger_dual_guide_crc/mapping_counts""]",1,2081431,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
unresolved/sanger_gdsc/gdsc1,strict_real_dataset_curation_70,"[""sanger_gdsc/gdsc1""]",1,334131,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
unresolved/sanger_gdsc/gdsc2,strict_real_dataset_curation_70,"[""sanger_gdsc/gdsc2""]",1,243005,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
unresolved/sanger_score_crispr,strict_real_dataset_curation_70,"[""sanger_score_crispr""]",1,1107,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
viperturbseq/2026-publication,strict_real_dataset_curation_70,"[""viperturb/genome_wide_binA"",""viperturb/genome_wide_binB"",""viperturb/genome_wide_binC"",""viperturb/genome_wide_filtered"",""viperturb/multimodal_cell_line_mixing_pilot"",""viperturb/vimentin_screen"",""viperturb/vimentin_screen_chunk_smoke""]",55,1273738,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv
